"harvest 
rate","dispersal
time",land-scape,patch,gen,date,"total 
count","total 
w50","total 
weight","harvest 
count","harvest 
weight",leftover count or weight,pupae,larvae,dead adults
0.5,1,2,2,1,13-Mar,2,0,0.005,1,0,1,0,0,0
0.5,1,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,1,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,1,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,1,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,1,1,1,13-Mar,NA,0.1195,0.2085,0,0.1564,0.0521,0,0,0
0.75,1,1,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,2,1,1,13-Mar,65,0.1277,0.1681,49,0,16,0,0,0
0.75,1,2,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,1,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,1,1,1,13-Mar,NA,0.1263,0.2051,0,0,0.2063,0,0,0
0,6,1,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,2,1,1,13-Mar,57,0.1239,0.1429,0,0,57,0,0,0
0,6,2,2,1,13-Mar,2,0,0.0053,0,0,2,0,0,0
0,6,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0,6,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,1,1,1,13-Mar,55,0.1244,0.1394,14,0,41,0,0,0
0.25,6,1,2,1,13-Mar,2,0,0.0054,1,0,1,0,0,0
0.25,6,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,2,1,1,13-Mar,NA,0.1306,0.2057,0,0.051425,0.1543,0,0,0
0.25,6,2,2,1,13-Mar,3,0,0.0081,1,0,2,0,0,0
0.25,6,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,6,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,1,1,1,13-Mar,66,0.1281,0.1679,33,0,33,0,0,0
0.5,6,1,2,1,13-Mar,4,0,0.0105,2,0,2,0,0,0
0.5,6,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,2,1,1,13-Mar,NA,0.1256,0.2001,0,0.10005,0.1001,0,0,0
0.5,6,2,2,1,13-Mar,2,0,0.0048,1,0,1,0,0,0
0.5,6,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,6,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,1,1,1,13-Mar,61,0.1305,0.1589,46,0,15,0,0,0
0.75,6,1,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,2,1,1,13-Mar,50,0.1287,0.1287,38,0,12,0,0,0
0.75,6,2,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,6,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,1,1,1,13-Mar,63,0.1233,0.1569,0,0,63,0,0,0
0,24,1,2,1,13-Mar,5,0,0.0139,0,0,5,0,0,0
0,24,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,2,1,1,13-Mar,50,0.1267,0.1267,0,0,50,0,0,0
0,24,2,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0,24,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,1,1,1,13-Mar,65,0.1254,0.1635,17,0,48,0,0,0
0.25,24,1,2,1,13-Mar,2,0,0.0051,1,0,1,0,0,0
0.25,24,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,2,1,1,13-Mar,70,0.1221,0.174,18,0,52,0,0,0
0.25,24,2,2,1,13-Mar,8,0,0.0208,2,0,6,0,0,0
0.25,24,2,3,1,13-Mar,1,0,0.0029,0,0,1,0,0,1
0.25,24,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.25,24,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,1,1,1,13-Mar,55,0.1263,0.1382,28,0,27,0,0,1
0.5,24,1,2,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,2,1,1,13-Mar,64,0.1197,0.1552,32,0,32,0,0,0
0.5,24,2,2,1,13-Mar,15,0,0.0402,8,0,7,0,0,0
0.5,24,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.5,24,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,1,1,1,13-Mar,55,0.1203,0.1331,42,0,13,0,0,0
0.75,24,1,2,1,13-Mar,7,0,0.0192,6,0,1,0,0,0
0.75,24,1,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,1,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,1,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,1,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,2,1,1,13-Mar,56,0.1223,0.1374,42,0,14,0,0,0
0.75,24,2,2,1,13-Mar,9,0,0.0251,7,0,2,0,0,0
0.75,24,2,3,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,2,4,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,2,5,1,13-Mar,0,0,0,0,0,0,0,0,0
0.75,24,2,6,1,13-Mar,0,0,0,0,0,0,0,0,0
0,1,3,1,1,20-Mar,NA,0.1252,0.2589,0,0,0.2589,0,0,0
0,1,3,2,1,20-Mar,1,0,0.0017,0,0,1,0,0,0
0,1,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,4,1,1,20-Mar,51,0.131,0.1338,0,0,51,0,0,0
0,1,4,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,3,1,1,20-Mar,NA,0.1244,0.2044,0,0.0511,0.1533,0,0,0
0.25,1,3,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,4,1,1,20-Mar,NA,0.1185,0.1823,0,0.0456,0.1367,0,0,0
0.25,1,4,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,1,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,3,1,1,20-Mar,74,0.1227,0.182,37,0,37,0,0,0
0.5,1,3,2,1,20-Mar,1,0,0.0031,1,0,0,0,0,0
0.5,1,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,4,1,1,20-Mar,NA,0.1207,0.2078,0,0.1039,0.1039,0,0,0
0.5,1,4,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,1,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,3,1,1,20-Mar,NA,0.1203,0.217,,0.1628,0.0542,0,0,0
0.75,1,3,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,4,1,1,20-Mar,59,0.1259,0.1494,45,0,14,0,0,0
0.75,1,4,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,1,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,3,1,1,20-Mar,NA,0.1195,0.2547,0,0.2547,0.2547,0,0,0
0,6,3,2,1,20-Mar,4,0,0.011,0,0,4,0,0,0
0,6,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,4,1,1,20-Mar,57,0.1244,0.1426,0,0,57,0,0,1
0,6,4,2,1,20-Mar,1,0,0.0027,0,0,1,0,0,0
0,6,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0,6,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,3,1,1,20-Mar,NA,0.1252,0.298,0,0.0745,0.2235,0,0,0
0.25,6,3,2,1,20-Mar,1,0,0.003,1,0,0,0,0,0
0.25,6,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,4,1,1,20-Mar,NA,0.1247,0.2294,0,0.0574,0.172,0,0,0
0.25,6,4,2,1,20-Mar,1,0,0.0018,1,0,0,0,0,0
0.25,6,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,6,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,3,1,1,20-Mar,73,0.121,0.1817,37,0,36,0,0,1
0.5,6,3,2,1,20-Mar,1,0,0.0032,1,0,0,0,0,0
0.5,6,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,4,1,1,20-Mar,NA,0.1152,0.225,0,0.1125,0.1125,0,1,0
0.5,6,4,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,6,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,3,1,1,20-Mar,61,0.1206,0.1514,46,0,15,0,0,0
0.75,6,3,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,4,1,1,20-Mar,NA,0.1213,0.2055,0,0.1541,0.0514,0,0,0
0.75,6,4,2,1,20-Mar,2,0,0.0077,2,0,0,0,0,0
0.75,6,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,6,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,3,1,1,20-Mar,NA,0.1221,0.1887,0,0,0.1887,0,0,0
0,24,3,2,1,20-Mar,9,0,0.6251,0,0,9,0,1,0
0,24,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,4,1,1,20-Mar,NA,0.1266,0.2304,0,0.2304,0.2304,0,0,1
0,24,4,2,1,20-Mar,7,0,0.201,0,0,7,0,0,0
0,24,4,3,1,20-Mar,1,0,0.002,0,0,1,0,0,0
0,24,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0,24,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,3,1,1,20-Mar,52,0.1355,0.1393,13,0,39,0,0,0
0.25,24,3,2,1,20-Mar,3,0,0.0086,1,0,2,0,0,0
0.25,24,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,4,1,1,20-Mar,NA,0.1225,0.1411,0,0.0353,0.1058,0,0,0
0.25,24,4,2,1,20-Mar,7,0,0,2,0,5,0,0,0
0.25,24,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.25,24,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,3,1,1,20-Mar,NA,0.1257,0.2101,0,0.1051,0.105,0,0,0
0.5,24,3,2,1,20-Mar,7,0,0.0175,4,0,3,0,0,0
0.5,24,3,3,1,20-Mar,1,0,0.003,1,0,0,0,0,0
0.5,24,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,4,1,1,20-Mar,NA,0.1307,0.2119,0,0.106,0.1059,0,0,0
0.5,24,4,2,1,20-Mar,4,0,0.0125,2,0,2,0,0,0
0.5,24,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.5,24,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,3,1,1,20-Mar,66,0.1221,0.1562,50,0,16,0,0,1
0.75,24,3,2,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,3,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,3,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,3,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,3,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,4,1,1,20-Mar,60,0.1257,0.1502,45,0,15,0,0,1
0.75,24,4,2,1,20-Mar,1,0,0.0023,1,0,0,0,0,0
0.75,24,4,3,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,4,4,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,4,5,1,20-Mar,0,0,0,0,0,0,0,0,0
0.75,24,4,6,1,20-Mar,0,0,0,0,0,0,0,0,0
0,1,5,1,1,27-Mar,36,0,0.0902,0,0,36,0,0,0
0,1,5,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,6,1,1,27-Mar,54,0.1275,0.1402,0,0,54,0,0,0
0,1,6,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0,1,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,5,1,1,27-Mar,45,0,0.1299,12,0,33,0,0,0
0.25,1,5,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,6,1,1,27-Mar,49,0,0.1108,13,0,36,0,0,0
0.25,1,6,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,1,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,5,1,1,27-Mar,62,0.1267,0.1615,31,0,31,0,0,0
0.5,1,5,2,1,27-Mar,3,0,0.0085,2,0,1,0,0,0
0.5,1,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,6,1,1,27-Mar,58,0.1308,0.154,29,0,29,0,3,1
0.5,1,6,2,1,27-Mar,1,0,0.003,1,0,0,0,0,0
0.5,1,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,1,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,5,1,1,27-Mar,36,0,0.1158,27,0,9,0,0,0
0.75,1,5,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,6,1,1,27-Mar,44,0,0.0913,33,0,11,0,0,0
0.75,1,6,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,1,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,5,1,1,27-Mar,67,0.1276,0.201,0,0,67,0,0,0
0,6,5,2,1,27-Mar,2,0,0.0047,0,0,2,0,0,0
0,6,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,6,1,1,27-Mar,42,0,0.1096,0,0,42,0,0,0
0,6,6,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0,6,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,5,1,1,27-Mar,52,0.1219,0.1285,13,0,39,0,0,0
0.25,6,5,2,1,27-Mar,1,0,0.0027,1,0,0,0,0,0
0.25,6,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,6,1,1,27-Mar,58,0.1342,0.1563,15,0,43,1,0,0
0.25,6,6,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.25,6,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,5,1,1,27-Mar,60,0.1288,0.1554,30,0,30,0,0,0
0.5,6,5,2,1,27-Mar,1,0,0.003,1,0,0,0,0,0
0.5,6,5,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,5,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,5,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,5,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,6,1,1,27-Mar,68,0.128,0.1738,34,0,34,0,1,0
0.5,6,6,2,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,6,3,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,6,4,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,6,5,1,27-Mar,0,0,0,0,0,0,0,0,0
0.5,6,6,6,1,27-Mar,0,0,0,0,0,0,0,0,0
0.75,6,5,1,1,27-Mar,64,0.1294,0.1676,48,0,16,0,1,0
0.75,6,5,2,1,27-Mar,0,0,0,0,0,0,0,0,0
